DateTime,AddedIPs,RemovedIPs
1532383922,1,4
1532384522,2,0
1532385722,0,5
1532386322,2,0
1532387522,0,1
1532388121,4,0
1532389322,2,0
1532390522,0,18
1532391722,0,4
1532392922,1,0
1532394122,9,1
1532394722,2,0
1532395321,8,21
1532396522,2,0
1532397722,2,6
1532398322,1,0
1532399522,23,12
1532400121,46,1
1532400722,3,0
1532401323,2,22
1532401922,5,0
1532402522,6,0
1532403122,42,0
1532403722,15,0
1532404921,0,12
1532405522,3,0
1532406122,3,2
1532406721,1,1
1532407322,5,7
1532407921,6,2
1532408522,0,1
1532409721,22,1
1532410922,6,1
1532412122,1,3
1532413321,3,40
1532414521,4,1
1532415122,13,0
1532415722,20,0
1532416921,2,35
1532418122,1,14
1532418722,10,4
1532419322,3,2
1532419922,13,0
1532420522,2,2
1532421722,1,1
1532423522,7,2
1532424722,10,1
1532425322,1,5
1532425922,2,0
1532426521,77,0
1532427722,77,0
