DateTime,AddedIPs,RemovedIPs
1532108163,78,0
1532108522,1,0
1532109811,1,0
1532110923,45,0
1532112004,50,65
1532112121,39,0
1532113350,42,1
1532114522,18,0
1532115182,2,0
1532115845,113,14
1532116322,7,1
1532116950,36,0
1532117764,18,106
1532118122,16,1
1532119322,23,0
1532119682,77,0
1532119922,1,0
1532120550,13,2
1532121122,14,0
1532121604,0,67
1532121721,14,1
1532122381,17,0
1532122922,14,0
1532123522,65,0
1532124121,14,0
1532125443,22,74
1532126521,8,0
1532128082,67,0
1532128321,14,0
1532128922,13,0
1532130003,80,92
1532130122,8,0
1532131351,5,0
1532131923,2,0
1532132522,14,0
1532133843,62,11
1532134922,4,0
1532135010,0,2
1532135764,0,135
1532136122,14,0
1532136722,5,0
1532137322,9,0
1532137682,59,0
1532137921,4,0
1532138610,4,1
1532139721,12,0
1532140322,5,0
1532140922,6,0
1532141523,58,152
1532142151,14,3
1532143323,13,0
1532143981,6,0
1532144522,10,0
1532145121,5,0
1532145363,74,0
1532145811,12,1
1532146922,15,0
1532147284,0,89
1532147581,4,0
1532148121,4,0
1532148722,7,0
1532149215,68,0
1532149354,6,0
1532149924,5,0
1532150522,5,0
1532151124,39,65
1532151721,9,0
1532152321,4,0
1532153042,41,1
1532153521,13,0
1532154122,2,0
1532154963,68,54
1532155322,5,0
1532156553,3,1
1532157721,4,0
1532159043,75,10
1532159522,8,0
1532160210,10,0
1532160963,0,83
1532161322,2,1
1532161982,1,0
1532162522,3,0
1532162882,74,0
1532163750,5,1
1532164923,6,0
1532166123,7,0
1532166724,53,91
1532167322,7,0
1532167353,0,3
1532167921,2,0
1532168522,9,0
1532169722,7,0
1532170563,73,0
1532170951,3,2
1532172122,10,0
1532172484,0,69
1532173321,15,0
1532174522,8,0
1532174611,1,0
1532175122,3,0
1532175722,10,0
1532176323,59,0
1532176921,9,0
1532177283,0,54
1532177521,1,0
1532178242,79,1
1532179202,0,66
1532179322,5,0
1532180162,67,0
