DateTime,AddedIPs,RemovedIPs
1532145381,185,331
1532145905,11,3
1532146349,139,154
1532146828,6,8
1532147294,149,141
1532147797,116,3
1532148294,155,156
1532148755,7,1
1532149231,188,146
1532149724,3,2
1532150193,127,153
1532150672,12,2
1532151143,284,75
1532151636,2,7
1532152103,132,147
1532152589,6,2
1532153070,211,109
1532153562,1,11
1532154014,189,136
1532154491,4,10
1532154602,127,0
1532155029,212,143
1532155472,18,5
1532156446,247,106
1532156903,12,11
1532157379,229,138
1532158356,327,115
1532159423,226,167
1532160501,165,26
1532161222,2,16
1532161498,174,117
1532161802,132,0
1532162411,158,126
1532163130,2,11
1532163409,179,143
1532163854,37,59
1532164353,180,151
1532165080,3,8
1532165298,206,131
1532165401,149,0
1532166289,147,165
1532166966,3,3
1532167219,138,159
1532168204,186,144
1532168896,4,8
1532169138,293,7
1532170093,197,167
1532170827,8,2
1532171104,124,273
1532172010,183,0
1532172734,173,8
1532172972,191,126
1532173968,196,134
1532174662,8,8
1532174933,139,121
1532175889,203,143
1532176201,147,0
1532176581,5,9
1532176811,173,122
1532177777,116,142
1532178763,109,184
1532179713,132,129
1532179802,133,0
1532180697,135,182
1532181634,124,109
1532182590,110,129
1532183545,275,148
1532184506,159,129
1532185466,14,3
1532186184,152,206
1532186440,16,8
1532187384,196,3
1532188359,142,152
1532189368,111,265
1532190259,19,6
1532190602,58,0
1532191229,134,290
1532192171,146,3
1532193159,124,130
1532194101,162,154
1532194202,34,0
1532195095,116,111
1532196025,111,430
1532196987,136,221
1532198049,162,214
1532199168,139,190
1532199871,1,0
1532200103,102,262
1532201074,124,258
1532201402,47,0
1532201767,1,3
1532202011,113,184
1532203039,107,127
1532203701,4,9
1532203941,82,143
1532204891,13,4
1532205002,55,0
1532205609,109,162
1532205898,7,2
1532206592,105,130
1532207059,5,1
1532207536,76,173
1532208032,5,7
1532208489,95,151
1532208602,38,0
1532209028,9,5
1532209530,120,117
1532209947,6,2
1532210655,121,142
1532210911,2,14
1532211372,6,5
1532211626,107,127
1532212096,13,1
1532212202,35,0
1532212814,105,162
1532213076,10,5
1532213535,2,8
1532213784,93,148
1532214028,30,0
1532214993,124,125
1532215463,2,1
1532215944,147,168
1532216914,119,169
1532217373,6,5
1532217860,182,290
1532218815,140,156
1532219402,147,3208
1532219800,124,240
1532220765,134,182
1532221701,115,222
1532222677,77,166
1532223002,26,0
1532223369,1,10
1532223612,109,189
1532224617,114,192
1532225301,5,4
1532225546,121,153
1532226490,117,204
1532226602,31,0
1532227208,5,1
1532227511,119,170
1532228467,121,203
1532229137,3,1
1532229378,112,196
1532230391,146,192
1532231063,4,5
1532231292,105,11
1532232257,101,227
1532232970,2,0
1532233226,96,176
1532233801,24,0
1532234194,114,202
1532234900,6,6
1532235156,109,190
1532236098,99,229
1532237092,109,182
1532237402,43,0
1532238295,117,222
1532238965,8,2
1532239229,110,142
1532240182,147,211
1532241154,142,243
1532242095,124,256
1532242823,17,10
1532243090,122,314
1532244024,110,362
1532244739,111,10
1532244994,109,300
1532245973,141,342
1532246678,3,3
1532247155,142,275
1532248140,109,227
1532248583,119,3
1532249119,128,164
1532250076,127,191
1532250513,2,3
1532250984,107,172
1532251944,191,200
1532252415,2,3
1532252912,147,211
1532253860,148,210
1532254336,3,4
1532254825,83,201
1532255794,159,212
1532256257,2,2
1532256794,170,242
1532257699,134,141
1532258192,1,9
1532258688,100,249
1532259002,56,0
1532259657,137,299
1532260113,4,8
1532260572,132,296
1532261549,155,227
1532262036,5,5
1532262498,116,356
1532262602,68,0
1532263512,149,297
1532263950,2,4
1532264440,99,187
1532265461,114,149
1532266202,76,0
1532266587,127,158
1532267555,157,141
1532267791,8,12
1532268494,117,136
1532269485,127,132
1532269935,70,0
1532270412,136,142
1532271377,146,123
1532272103,5,6
1532272356,96,11
1532273319,117,162
1532273402,54,0
1532274010,7,5
1532274307,124,154
1532275277,128,126
1532275748,7,2
1532276186,133,144
1532276670,10,9
1532277134,185,0
1532277610,2,0
1532279092,149,294
1532280011,157,134
1532280602,40,0
1532280989,159,182
1532282008,153,112
1532282899,9,5
1532283131,178,133
1532283851,12,5
1532284106,109,166
1532284202,35,0
1532284833,10,9
1532285400,168,121
1532285790,6,4
1532286509,1709,257
1532286982,13,6
1532287467,129,0
1532287964,67,5
1532288417,147,258
1532288917,7,11
1532289390,155,0
1532289888,0,11
1532290387,165,226
1532290837,12,22
1532291302,101,0
1532291402,36,0
1532291774,4,6
1532292288,122,147
1532292745,8,9
